Year,MilitaryExpenditure,WarName,Description
1936,0.534881,Spanish Civil War,The Mackenzie¨CPapineau Battalion (a volunteer unit not authorized or supported by the Canadian government) fought on the?Republican side?in the?Spanish Civil War?(1936¨C1939)
